CO_IES;SG_UF;NO_MUNICIPIO;NO_CINE_ROTULO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;NO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;NO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;NO_CINE_AREA_DETALHADA;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_NACESTRANG;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_NACESTRANG;ANO
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;8;0;3;4;2;1;0;0;6;1;2;1;0;0;2021
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2021
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;3;0;3;0;2;1;0;0;0;0;1;0;0;1;0;0;2021
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;1;1;0;0;0;0;2021
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;2021
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;SP;São Paulo;Medicina;"""0912M01""";09;Saúde e bem-estar;091;Saúde;0912;Medicina;175;66;109;1;153;15;3;0;0;0;121;6;36;11;0;0;176;66;110;0;52;112;2;1;0;0;137;1;17;21;0;1;2021
55;SP;São Paulo;Medicina veterinária;"""0841M01""";08;Agricultura, silvicultura, pesca e veterinária;084;Veterinária;0841;Veterinária;85;59;26;0;80;4;0;0;0;0;53;4;19;6;0;0;66;51;15;0;26;30;2;2;0;0;55;2;5;3;1;0;2021
55;SP;São Paulo;Meteorologia;"""0532M01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0532;Ciências da terra;31;11;20;0;22;5;0;1;2;0;18;1;3;3;0;1;9;5;4;0;6;3;0;0;0;0;8;0;1;0;0;0;2021
55;SP;São Paulo;Música formação de professor;"""0114M02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);10;3;7;0;4;1;0;1;0;0;8;0;2;0;0;0;7;5;2;0;2;2;2;0;0;0;7;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;3;1;2;0;0;3;0;0;0;0;2;0;1;0;0;0;4;4;0;0;2;0;0;0;0;0;3;0;0;0;1;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;2;0;0;1;0;0;4;0;0;1;0;1;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;1;2;0;0;0;0;4;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;2;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;3;1;2;1;2;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;2;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;2;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;3;0;3;0;3;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;1;0;0;1;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;3;3;0;0;3;0;0;0;0;0;1;0;2;0;0;0;4;2;2;0;3;0;0;0;0;0;3;0;0;1;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;1;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;4;2;2;0;2;0;0;1;0;0;4;0;0;0;0;0;4;1;3;0;4;0;0;0;0;0;3;0;1;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;3;1;2;0;2;1;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2021
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2021
55;SP;São Paulo;Nutrição;"""0915N01""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;85;53;32;0;61;10;2;0;1;0;55;3;12;10;0;0;66;56;10;0;40;18;1;0;1;1;52;3;7;4;0;1;2021
55;SP;São Paulo;Enfermagem;"""0913E01""";09;Saúde e bem-estar;091;Saúde;0913;Enfermagem;59;59;0;0;52;6;0;0;0;0;33;7;13;1;0;0;2;2;0;0;0;1;1;0;0;0;2;0;0;0;0;0;2021
55;SP;São Paulo;Oceanografia;"""0532O01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0532;Ciências da terra;40;22;18;0;37;0;0;1;0;0;29;2;8;0;0;0;27;15;12;0;14;11;0;0;0;0;23;1;0;3;0;0;2021
55;SP;São Paulo;Odontologia;"""0911O01""";09;Saúde e bem-estar;091;Saúde;0911;Odontologia;85;57;28;0;76;5;0;1;1;0;58;4;17;6;0;1;73;54;19;0;44;26;0;0;0;0;59;2;5;7;0;1;2021
55;SP;São Paulo;Odontologia;"""0911O01""";09;Saúde e bem-estar;091;Saúde;0911;Odontologia;50;25;25;0;42;7;0;0;0;0;29;1;15;4;0;0;48;40;8;0;18;24;3;0;1;0;35;0;5;8;0;0;2021
55;SP;São Paulo;Pedagogia;"""0113P01""";01;Educação;011;Educação;0113;Formação de professores sem áreas específicas;196;151;45;0;109;38;8;14;1;2;116;19;42;12;0;1;150;130;20;0;56;39;6;6;7;0;101;12;4;33;0;1;2021
55;SP;São Paulo;Psicologia;"""0313P01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0313;Psicologia;65;39;26;0;46;12;1;1;0;0;45;3;7;10;0;1;48;27;21;0;29;15;2;0;0;0;37;0;6;5;0;0;2021
55;SP;São Paulo;Psicologia formação de professor;"""0114P01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);73;48;25;0;61;7;0;0;0;1;48;6;11;8;0;1;10;9;1;0;2;7;0;0;0;0;8;0;2;0;0;1;2021
55;SP;São Paulo;Psicologia;"""0313P01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0313;Psicologia;74;42;32;0;65;3;1;1;1;1;52;10;9;2;0;0;61;40;21;0;37;19;2;1;0;0;47;0;8;6;0;0;2021
55;SP;São Paulo;Química formação de professor;"""0114Q01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);6;3;3;0;5;1;0;0;0;0;3;1;0;2;0;0;25;11;14;0;20;4;0;0;0;0;16;2;1;5;1;0;2021
55;SP;São Paulo;Química formação de professor;"""0114Q01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);7;5;2;0;1;3;2;1;0;0;4;0;1;2;0;0;26;10;16;0;10;11;2;1;0;0;12;4;4;5;0;0;2021
55;SP;São Paulo;Química;"""0531Q01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;28;11;17;0;26;1;1;0;0;0;20;0;5;3;0;0;103;47;56;0;63;32;3;1;0;0;68;7;9;17;1;0;2021
55;SP;São Paulo;Química;"""0531Q01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;31;18;13;0;24;6;1;0;0;0;21;1;5;4;0;0;26;14;12;0;17;8;1;0;0;0;17;2;1;5;1;0;2021
55;SP;São Paulo;Química industrial e tecnológica;"""0531Q02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;29;15;14;0;23;3;1;1;0;0;18;3;5;3;0;0;29;16;13;0;19;8;1;0;0;0;18;2;2;6;1;0;2021
55;SP;São Paulo;Química;"""0531Q01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;40;19;21;0;33;7;0;0;0;0;27;2;6;4;1;0;47;20;27;0;26;16;2;0;0;0;29;4;6;6;1;0;2021
55;SP;São Paulo;Química industrial e tecnológica;"""0531Q02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;19;9;10;0;15;2;1;0;0;0;11;1;3;4;0;0;20;13;7;0;13;5;1;0;0;0;10;1;3;6;0;0;2021
55;SP;São Paulo;Relações internacionais;"""0312R01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0312;Ciências sociais e políticas;66;26;40;0;59;3;0;2;0;0;43;3;15;4;0;0;60;28;32;0;42;14;2;0;0;0;40;4;2;14;0;1;2021
55;SP;São Paulo;Relações públicas;"""0414R01""";04;Negócios, administração e direito;041;Negócios e administração;0414;Marketing e propaganda;50;36;14;0;48;0;0;0;0;0;33;5;8;3;0;1;45;38;7;0;33;11;0;0;0;0;32;2;4;7;0;0;2021
55;SP;São Paulo;Saúde pública;"""0918S02""";09;Saúde e bem-estar;091;Saúde;0918;Saúde pública e saúde coletiva;45;30;15;0;31;9;3;1;0;0;25;4;10;2;1;1;19;11;8;0;6;5;2;0;2;0;12;2;1;4;0;0;2021
55;SP;São Paulo;Sistemas de informação;"""0615S02""";06;Computação e Tecnologias da Informação e Comunicação (TIC);061;Computação e Tecnologias da Informação e Comunicação (TIC);0615;Gestão e desenvolvimento de sistemas de informação;184;33;151;1;153;19;4;2;0;0;100;12;37;21;0;0;40;6;34;0;20;17;0;0;0;0;32;3;3;2;0;0;2021
55;SP;São Paulo;Cinema e audiovisual;"""0211C01""";02;Artes e humanidades;021;Artes;0211;Produção audiovisual, de mídia e cultural;35;13;22;0;30;3;1;0;0;0;21;3;7;2;0;0;36;17;19;0;19;16;0;0;0;0;23;1;4;8;0;0;2021
55;SP;São Paulo;Terapia ocupacional;"""0915T01""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;29;25;4;1;26;0;1;0;0;0;14;3;4;4;0;0;45;42;3;0;28;13;1;1;0;0;27;1;6;10;1;1;2021
55;SP;São Paulo;Turismo;"""1015T01""";10;Serviços;101;Serviços pessoais;1015;Turismo e hotelaria;32;24;8;0;25;4;0;0;2;0;19;3;9;0;0;1;15;10;5;0;6;8;0;0;0;0;10;1;0;4;0;0;2021
55;SP;São Paulo;Produção têxtil;"""0723P02""";07;Engenharia, produção e construção;072;Produção e processamento;0723;Têxteis (vestuário, calçados e couro);61;49;12;0;56;2;0;0;0;0;37;7;10;6;0;1;11;10;1;0;9;2;0;0;0;0;9;0;1;1;0;0;2021
55;SP;São Paulo;Ciências naturais formação de professor;"""0114C02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2021
55;;;Ciências naturais formação de professor;"""0114C02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
55;SP;Bauru;Fonoaudiologia;"""0915F02""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;42;37;5;0;40;2;0;0;0;0;31;2;8;1;0;1;39;36;3;0;30;7;0;0;0;0;27;5;0;7;0;0;2022
55;SP;Bauru;Medicina;"""0912M01""";09;Saúde e bem-estar;091;Saúde;0912;Medicina;60;37;23;0;53;4;0;0;0;0;42;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
55;SP;Bauru;Odontologia;"""0911O01""";09;Saúde e bem-estar;091;Saúde;0911;Odontologia;50;34;16;0;47;3;0;0;0;0;35;1;12;2;0;1;42;34;8;0;37;4;1;0;0;0;33;2;1;6;0;0;2022
55;SP;Lorena;Engenharia ambiental;"""0712E01""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0712;Tecnologia de proteção ambiental;28;19;9;0;28;0;0;0;0;0;22;2;3;1;0;0;32;21;11;0;6;24;0;0;0;0;23;3;1;5;0;0;2022
55;SP;Lorena;Engenharia bioquímica;"""0711E01""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0711;Engenharia química e de processos;38;26;12;0;37;1;0;0;0;0;27;1;7;3;0;0;19;10;9;0;9;10;0;0;0;0;12;2;2;3;0;0;2022
55;SP;Lorena;Engenharia de materiais;"""0722E01""";07;Engenharia, produção e construção;072;Produção e processamento;0722;Materiais;30;9;21;0;28;0;1;0;0;0;24;0;6;0;0;0;21;10;11;0;3;15;2;0;0;0;17;3;0;1;0;0;2022
55;SP;Lorena;Engenharia de produção;"""0725E02""";07;Engenharia, produção e construção;072;Produção e processamento;0725;Produção e processos de fabricação;40;18;22;0;39;1;0;0;0;0;33;1;6;0;0;0;47;17;30;0;19;26;0;0;0;0;34;1;5;7;0;0;2022
55;SP;Lorena;Engenharia física;"""0715E01""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0715;Engenharia mecânica e metalurgia;41;8;33;0;39;0;1;0;0;0;31;1;7;2;0;0;32;9;23;0;14;17;0;0;0;0;28;0;0;4;0;0;2022
55;SP;Lorena;Engenharia química;"""0711E05""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0711;Engenharia química e de processos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;1;1;0;0;0;2;0;1;0;0;0;2022
55;SP;Lorena;Engenharia química;"""0711E05""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0711;Engenharia química e de processos;167;78;89;0;161;4;0;0;0;0;131;6;24;5;1;0;174;87;87;0;55;116;0;0;0;0;142;2;7;22;0;0;2022
55;SP;Piracicaba;Administração;"""0413A01""";04;Negócios, administração e direito;041;Negócios e administração;0413;Gestão e administração;44;22;22;0;43;1;0;0;0;0;33;1;8;2;0;0;34;16;18;0;20;12;1;0;0;0;28;0;2;4;0;0;2022
55;SP;Piracicaba;Ciências agrárias formação de professor;"""0114C01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);4;2;2;0;3;0;0;0;0;0;4;0;0;0;0;0;39;26;13;0;18;19;1;0;0;0;30;3;1;5;0;0;2022
55;SP;Piracicaba;Biologia formação de professor;"""0114B01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;13;9;0;12;9;0;0;0;0;17;0;0;5;0;0;2022
55;SP;Piracicaba;Biologia;"""0511B01""";05;Ciências naturais, matemática e estatística;051;Ciências biológicas e correlatas;0511;Biologia;30;21;9;0;28;1;1;0;0;0;24;3;3;0;0;0;23;14;9;0;14;9;0;0;0;0;15;1;0;7;0;0;2022
55;SP;Piracicaba;Alimentos;"""0721A01""";07;Engenharia, produção e construção;072;Produção e processamento;0721;Processamento de alimentos;34;28;6;0;30;3;0;1;0;0;19;2;11;2;0;0;26;17;9;0;14;10;0;1;0;0;19;0;3;4;0;1;2022
55;SP;Piracicaba;Economia;"""0311E01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0311;Economia;44;18;26;0;42;0;0;0;0;0;31;4;8;1;0;0;35;18;17;0;23;12;0;0;0;0;28;2;1;4;0;1;2022
55;SP;Piracicaba;Agronomia;"""0811A04""";08;Agricultura, silvicultura, pesca e veterinária;081;Agricultura;0811;Produção agrícola, agropecuária e zootecnia;216;73;143;0;205;5;1;1;0;0;165;12;30;9;0;0;167;50;117;0;102;57;0;0;0;0;138;1;8;20;0;0;2022
55;SP;Piracicaba;Engenharia florestal;"""0821E01""";08;Agricultura, silvicultura, pesca e veterinária;082;Silvicultura;0821;Silvicultura;45;26;19;0;41;1;1;2;0;0;38;2;4;1;0;0;23;16;7;0;10;13;0;0;0;0;17;2;0;4;0;0;2022
55;SP;Piracicaba;Gestão ambiental;"""0712G01""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0712;Tecnologia de proteção ambiental;40;27;13;0;32;3;0;2;3;0;26;4;9;1;0;0;18;14;4;0;10;8;0;0;0;0;15;0;1;2;0;0;2022
55;SP;Piracicaba;Ciências naturais formação de professor;"""0114C02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2022
55;SP;Pirassununga;Engenharia de alimentos;"""0721E01""";07;Engenharia, produção e construção;072;Produção e processamento;0721;Processamento de alimentos;100;67;33;0;93;3;2;0;1;0;80;4;12;4;0;0;104;69;35;0;46;51;2;0;0;0;80;3;9;10;1;1;2022
55;SP;Pirassununga;Engenharia de biossistemas;"""0811E02""";08;Agricultura, silvicultura, pesca e veterinária;081;Agricultura;0811;Produção agrícola, agropecuária e zootecnia;50;18;32;0;47;2;1;0;0;0;43;2;4;1;0;0;36;26;10;0;8;27;1;0;0;0;24;2;4;6;0;1;2022
55;SP;Pirassununga;Medicina veterinária;"""0841M01""";08;Agricultura, silvicultura, pesca e veterinária;084;Veterinária;0841;Veterinária;68;56;12;0;62;5;0;0;1;0;47;2;15;3;0;0;65;45;20;0;29;35;0;1;0;0;60;1;1;3;0;1;2022
55;SP;Pirassununga;Zootecnia;"""0811Z01""";08;Agricultura, silvicultura, pesca e veterinária;081;Agricultura;0811;Produção agrícola, agropecuária e zootecnia;46;31;15;0;46;0;0;0;0;0;33;1;9;3;0;0;33;20;13;0;11;20;0;0;0;0;30;0;0;3;0;0;2022
55;SP;Ribeirão Preto;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;47;36;11;0;46;1;0;0;0;0;38;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
55;SP;Ribeirão Preto;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;25;17;8;0;25;0;0;0;0;0;18;2;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
55;SP;Ribeirão Preto;ABI Ciências sociais, comunicação e informação;"""0011A03""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
55;SP;Ribeirão Preto;ABI Saúde e bem-estar;"""0011A09""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
55;SP;Ribeirão Preto;ABI Artes e humanidades;"""0011A02""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;17;9;8;0;14;2;0;0;0;0;13;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
55;SP;Ribeirão Preto;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;69;41;28;0;64;3;1;0;0;0;49;0;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
55;SP;Ribeirão Preto;Administração;"""0413A01""";04;Negócios, administração e direito;041;Negócios e administração;0413;Gestão e administração;107;53;54;0;100;5;1;0;0;0;86;4;14;3;0;0;103;35;68;0;57;39;2;0;0;0;93;0;2;8;0;0;2022
55;SP;Ribeirão Preto;Biblioteconomia;"""0322B01""";03;Ciências sociais, comunicação e informação;032;Comunicação e informação;0322;Ciência da informação e museologia;40;29;11;0;29;4;0;2;2;1;23;1;14;2;0;0;37;27;10;0;8;6;5;6;4;1;26;3;2;5;0;0;2022
55;SP;Ribeirão Preto;Ciência da computação;"""0614C01""";06;Computação e Tecnologias da Informação e Comunicação (TIC);061;Computação e Tecnologias da Informação e Comunicação (TIC);0614;Ciência da computação;22;3;19;0;22;0;0;0;0;0;18;1;3;0;0;0;4;0;4;0;4;0;0;0;0;0;4;0;0;0;0;0;2022
55;SP;Ribeirão Preto;Biologia formação de professor;"""0114B01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;8;8;0;7;9;0;0;0;0;13;0;1;1;1;0;2022
55;SP;Ribeirão Preto;Biologia;"""0511B01""";05;Ciências naturais, matemática e estatística;051;Ciências biológicas e correlatas;0511;Biologia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;7;0;8;4;0;0;0;0;9;0;0;3;0;0;2022
55;SP;Ribeirão Preto;Biologia;"""0511B01""";05;Ciências naturais, matemática e estatística;051;Ciências biológicas e correlatas;0511;Biologia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;2;0;0;0;0;1;0;0;1;0;0;2022
55;SP;Ribeirão Preto;Biologia;"""0511B01""";05;Ciências naturais, matemática e estatística;051;Ciências biológicas e correlatas;0511;Biologia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;2;0;0;0;0;1;0;0;0;1;0;2022
55;SP;Ribeirão Preto;Biologia;"""0511B01""";05;Ciências naturais, matemática e estatística;051;Ciências biológicas e correlatas;0511;Biologia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
55;SP;Ribeirão Preto;Biomedicina;"""0914B01""";09;Saúde e bem-estar;091;Saúde;0914;Tecnologia de diagnóstico e tratamento médico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;1;2;0;0;0;0;1;0;2;0;0;0;2022
55;SP;Ribeirão Preto;Biomedicina;"""0914B01""";09;Saúde e bem-estar;091;Saúde;0914;Tecnologia de diagnóstico e tratamento médico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;21;4;0;23;2;0;0;0;0;20;1;0;4;0;0;2022
55;SP;Ribeirão Preto;Contabilidade;"""0411C01""";04;Negócios, administração e direito;041;Negócios e administração;0411;Contabilidade e tributação;46;19;27;0;40;4;0;1;0;0;36;4;5;1;0;0;32;9;23;0;19;10;1;1;0;0;28;1;2;1;0;0;2022
55;SP;Ribeirão Preto;Economia;"""0311E01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0311;Economia;46;13;33;0;44;2;0;0;0;0;34;4;7;1;0;0;40;11;29;0;21;18;0;0;0;0;34;1;0;5;0;0;2022
55;SP;Ribeirão Preto;Direito;"""0421D01""";04;Negócios, administração e direito;042;Direito;0421;Direito;119;67;52;0;108;8;2;0;0;0;88;10;19;2;0;2;91;52;39;0;73;11;2;1;0;0;70;6;0;15;0;0;2022
55;SP;Ribeirão Preto;Contabilidade;"""0411C01""";04;Negócios, administração e direito;041;Negócios e administração;0411;Contabilidade e tributação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;6;20;0;15;10;0;0;0;0;19;1;2;4;0;0;2022
55;SP;Ribeirão Preto;Economia;"""0311E01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0311;Economia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;5;12;0;9;6;0;0;0;0;14;1;0;2;0;0;2022
55;SP;Ribeirão Preto;Artes formação de professor;"""0114A01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;3;0;0;0;0;0;3;0;0;0;0;0;2022
55;SP;Ribeirão Preto;Educação física;"""0915E01""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;67;22;45;0;60;5;1;0;0;0;55;5;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
